slug,title,year,rating
book-club-2018,"Book Club",2018,2.5
breaking-in-2018,"Breaking In",2018,1.5
magnificent-times,"Magnificent Times",2018,2.5
avengers-infinity-war,"Avengers: Infinity War",2018,4
i-feel-pretty,"I Feel Pretty",2018,2
alex-strangelove,"Alex Strangelove",2018,3
dont-get-out,"Don't. Get. Out!",2018,2
truth-or-dare-2018,"Truth or Dare",2018,1.5
rampage-2018,"Rampage",2018,2
jim-button-and-luke-the-engine-driver-2018,"Jim Button and Luke the Engine Driver",2018,3.5
verpiss-dich-schneewittchen,"Verpiss Dich, Schneewittchen",2018,1
pacific-rim-uprising,"Pacific Rim: Uprising",2018,2.5
ghostland,"Ghostland",2018,2
ready-player-one,"Ready Player One",2018,4
blockers,"Blockers",2018,3
the-legacy-of-a-whitetail-deer-hunter,"The Legacy of a Whitetail Deer Hunter",2018,2.5
upgrade,"Upgrade",2018,4
a-quiet-place-2018,"A Quiet Place",2018,4
unfriended-dark-web,"Unfriended: Dark Web",2018,2.5
vielmachglas,"Vielmachglas",2018,1.5
the-strangers-prey-at-night,"The Strangers: Prey at Night",2018,1.5
tomb-raider,"Tomb Raider",2018,2.5
luis-and-the-aliens,"Luis and the Aliens",2018,3
mary-magdalene-2018,"Mary Magdalene",2018,3.5
a-wrinkle-in-time-2018,"A Wrinkle in Time",2018,2
maquia-when-the-promised-flower-blooms,"Maquia: When the Promised Flower Blooms",2018,3.5
haunted-hospital-heilstatten,"Haunted Hospital: Heilstatten",2018,2.5
unsane,"Unsane",2018,2.5
3-days-in-quiberon,"3 Days in Quiberon",2018,2.5
love-simon,"Love, Simon",2018,3.5
game-night,"Game Night",2018,3.5
red-sparrow,"Red Sparrow",2018,3.5
isle-of-dogs-2018,"Isle of Dogs",2018,4
annihilation,"Annihilation",2018,4
the-cloverfield-paradox,"The Cloverfield Paradox",2018,1.5
peter-rabbit,"Peter Rabbit",2018,3
the-little-witch-2018,"The Little Witch",2018,3.5
black-panther,"Black Panther",2018,4
tully-2018,"Tully",2018,3.5
monster-2018,"Monster",2018,2.5
hereditary,"Hereditary",2018,4
assassination-nation,"Assassination Nation",2018,2.5
early-man,"Early Man",2018,2.5
sorry-to-bother-you,"Sorry to Bother You",2018,3.5
juliet-naked,"Juliet, Naked",2018,3.5
mandy-2018,"Mandy",2018,3
hot-dog-2018,"Hot Dog",2018,2
den-of-thieves,"Den of Thieves",2018,3
rolling-to-you,"Rolling to You",2018,3
searching-2018,"Searching",2018,3.5
fifty-shades-freed,"Fifty Shades Freed",2018,2
family-is-family,"Family Is Family",2018,2.5
maze-runner-the-death-cure,"Maze Runner: The Death Cure",2018,3
the-commuter,"The Commuter",2018,2
lux-krieger-des-lichts,"Lux - Krieger des Lichts",2018,2.5
bright,"Bright",2017,2
the-post-2017,"The Post",2017,4
this-crazy-heart,"This Crazy Heart",2017,2.5
all-the-money-in-the-world,"All the Money in the World",2017,3
father-figures,"Father Figures",2017,1.5
pitch-perfect-3,"Pitch Perfect 3",2017,2.5
phantom-thread,"Phantom Thread",2017,3.5
star-wars-the-last-jedi,"Star Wars: The Last Jedi",2017,4
el-camino-christmas,"El Camino Christmas",2017,2
the-greatest-showman,"The Greatest Showman",2017,3
jumanji-welcome-to-the-jungle,"Jumanji: Welcome to the Jungle",2017,3
the-mercy,"The Mercy",2017,2.5
wonder-2017,"Wonder",2017,3.5
ferdinand,"Ferdinand",2017,3
daddys-home-2,"Daddy's Home 2",2017,1.5
paddington-2,"Paddington 2",2017,4.5
murder-on-the-orient-express-2017,"Murder on the Orient Express",2017,3.5
suck-me-shakespeer-3,"Suck Me Shakespeer 3",2017,2.5
justice-league,"Justice League",2017,3
jigsaw-2017,"Jigsaw",2017,1.5
coco-2017,"Coco",2017,4.5
wonder-wheel,"Wonder Wheel",2017,2
geostorm,"Geostorm",2017,2
the-invisibles-2017,"The Invisibles",2017,4
cargo-2017,"Cargo",2017,3.5
ghost-stories-2017,"Ghost Stories",2017,3.5
happy-death-day,"Happy Death Day",2017,3
blade-runner-2049,"Blade Runner 2049",2017,4.5
thor-ragnarok,"Thor: Ragnarok",2017,3.5
film:353513,"Only God Can Judge Me",2017,3.5
rock-my-heart,"Rock My Heart",2017,2.5
flatliners-2017,"Flatliners",2017,1.5
arthur-claire,"Arthur & Claire",2017,3.5
only-the-brave-2017,"Only the Brave",2017,4
kingsman-the-golden-circle,"Kingsman: The Golden Circle",2017,3.5
the-lego-ninjago-movie,"The Lego Ninjago Movie",2017,2.5
snowflake-2017,"Snowflake",2017,3
high-society-2017,"High Society",2017,2
mark-felt-the-man-who-brought-down-the-white-house,"Mark Felt: The Man Who Brought Down the White House",2017,2.5
roman-j-israel-esq,"Roman J. Israel, Esq.",2017,2.5
professor-marston-and-the-wonder-women,"Professor Marston and the Wonder Women",2017,3.5
the-current-war,"The Current War",2017,3
mollys-game,"Molly's Game",2017,4
i-tonya,"I, Tonya",2017,4.5
stronger,"Stronger",2017,4
the-upside,"The Upside",2017,2.5
borg-vs-mcenroe,"Borg vs McEnroe",2017,4
home-again-2017,"Home Again",2017,1.5
the-captain-2017,"The Captain",2017,3
55-steps,"55 Steps",2017,2.5
on-chesil-beach,"On Chesil Beach",2017,3.5
papillon-2017,"Papillon",2017,3.5
mother-2017,"mother!",2017,4
it-2017,"It",2017,4
three-billboards-outside-ebbing-missouri,"Three Billboards Outside Ebbing, Missouri",2017,5
victoria-abdul,"Victoria & Abdul",2017,3
the-leisure-seeker,"The Leisure Seeker",2017,3
suburbicon,"Suburbicon",2017,3.5
battle-of-the-sexes-2017,"Battle of the Sexes",2017,4
darkest-hour,"Darkest Hour",2017,4
lady-bird,"Lady Bird",2017,4.5
godless-youth,"Godless Youth",2017,3
the-shape-of-water,"The Shape of Water",2017,5
downsizing,"Downsizing",2017,4
veronica-2017-1,"Veronica",2017,2.5
monster-family,"Monster Family",2017,1.5
death-note-2017,"Death Note",2017,2
the-snowman-2017,"The Snowman",2017,2.5
renegades-2017,"Renegades",2017,1.5
american-made,"American Made",2017,4
bullyparade-the-movie,"Bullyparade: The Movie",2017,3
madame-2017,"Madame",2017,2.5
the-hitmans-bodyguard,"The Hitman's Bodyguard",2017,3
the-glass-castle-2017,"The Glass Castle",2017,4
iceman-2017,"Iceman",2017,2
logan-lucky,"Logan Lucky",2017,4
what-happened-to-monday,"What Happened to Monday",2017,2.5
a-bad-moms-christmas,"A Bad Moms Christmas",2017,2.5
the-dark-tower,"The Dark Tower",2017,3
a-taxi-driver,"A Taxi Driver",2017,4
windstorm-3,"Windstorm 3",2017,3
detroit,"Detroit",2017,4
the-emoji-movie,"The Emoji Movie",2017,1
valerian-and-the-city-of-a-thousand-planets,"Valerian and the City of a Thousand Planets",2017,3
american-assassin,"American Assassin",2017,2
auf-der-anderen-seite-ist-das-gras-viel-gruner,"Auf der anderen Seite ist das Gras viel Grüner",2017,2.5
dunkirk-2017,"Dunkirk",2017,5
tulip-fever,"Tulip Fever",2017,2.5
mission-pays-basque,"Mission Pays Basque",2017,3
war-for-the-planet-of-the-apes,"War for the Planet of the Apes",2017,4
sommerfest,"Sommerfest",2017,2.5
lunas-revenge,"Luna's Revenge",2017,1.5
spider-man-homecoming,"Spider-Man: Homecoming",2017,3.5
some-like-it-veiled,"Some Like It Veiled",2017,2
tiger-milk,"Tiger Milk",2017,3.5
four-hands-2017,"Four Hands",2017,3
whatever-happens,"Whatever Happens",2017,3
hampstead,"Hampstead",2017,2.5
bed-bugs-2017,"Bed Bugs",2017,3.5
annabelle-creation,"Annabelle: Creation",2017,3
my-brother-simple,"My Brother Simple",2017,4
transformers-the-last-knight,"Transformers: The Last Knight",2017,2
overdrive-2017,"Overdrive",2017,2
despicable-me-3,"Despicable Me 3",2017,3.5
back-to-burgundy,"Back to Burgundy",2017,3.5
the-book-of-henry,"The Book of Henry",2017,2
girls-trip,"Girls Trip",2017,3
all-eyez-on-me,"All Eyez on Me",2017,2.5
captain-underpants-the-first-epic-movie,"Captain Underpants: The First Epic Movie",2017,2.5
you-were-never-really-here,"You Were Never Really Here",2017,3.5
war-machine-2017,"War Machine",2017,2.5
in-the-fade,"In the Fade",2017,3.5
hanni-nanni-4,"Hanni & Nanni 4",2017,2.5
the-beguiled-2017,"The Beguiled",2017,3
pirates-of-the-caribbean-dead-men-tell-no-tales,"Pirates of the Caribbean: Dead Men Tell No Tales",2017,3.5
cars-3,"Cars 3",2017,3
the-mummy-2017,"The Mummy",2017,2.5
happy-end-2017,"Happy End",2017,2.5
the-killing-of-a-sacred-deer,"The Killing of a Sacred Deer",2017,4
the-florida-project,"The Florida Project",2017,4
the-meyerowitz-stories-new-and-selected,"The Meyerowitz Stories (New and Selected)",2017,4
the-square-2017,"The Square",2017,3.5
okja,"Okja",2017,4
baywatch,"Baywatch",2017,2
everything-everything,"Everything, Everything",2017,3
wonder-woman-2017,"Wonder Woman",2017,4
alien-covenant,"Alien: Covenant",2017,3.5
magical-mystery-or-the-return-of-karl-schmidt,"Magical Mystery or: The Return of Karl Schmidt",2017,3
sex-pity-and-loneliness,"Sex, Pity and Loneliness",2017,3.5
snatched-2017,"Snatched",2017,1.5
it-comes-at-night,"It Comes at Night",2017,4
king-arthur-legend-of-the-sword,"King Arthur: Legend of the Sword",2017,3
the-circle-2017,"The Circle",2017,2
churchill-2017,"Churchill",2017,2.5
the-fate-of-the-furious,"The Fate of the Furious",2017,3
happy-burnout,"Happy Burnout",2017,2
guardians-of-the-galaxy-vol-2,"Guardians of the Galaxy Vol. 2",2017,4
gifted-2017,"Gifted",2017,3
bye-bye-germany,"Bye Bye Germany",2017,3
going-in-style-2017,"Going in Style",2017,3
ghost-in-the-shell-2017,"Ghost in the Shell",2017,3.5
lommbock,"Lommbock",2017,3.5
power-rangers,"Power Rangers",2017,1.5
smurfs-the-lost-village,"Smurfs: The Lost Village",2017,2.5
life-2017,"Life",2017,3.5
the-boss-baby,"The Boss Baby",2017,3
atomic-blonde,"Atomic Blonde",2017,3
the-disaster-artist,"The Disaster Artist",2017,4
baby-driver,"Baby Driver",2017,4.5
lucky-2017,"Lucky",2017,4
the-shack,"The Shack",2017,2.5
kong-skull-island,"Kong: Skull Island",2017,3.5
boston,"Boston",2017,4
beauty-and-the-beast-2017,"Beauty and the Beast",2017,3.5
if-i-were-a-boy,"If I Were a Boy",2017,3
big-little-lies,"Big Little Lies",2017,4.5
logan-2017,"Logan",2017,4
its-your-turn-honey,"It’s Your Turn, Honey!",2017,2
fist-fight-2017,"Fist Fight",2017,1.5
guardians-2017,"Guardians",2017,1.5
the-party-2017,"The Party",2017,3
the-young-karl-marx,"The Young Karl Marx",2017,2.5
viceroys-house,"Viceroy's House",2017,2.5
tiger-girl-2017,"Tiger Girl",2017,4
the-dinner-2017,"The Dinner",2017,3
the-lego-batman-movie,"The Lego Batman Movie",2017,4
fifty-shades-darker,"Fifty Shades Darker",2017,1.5
the-legend-of-timm-thaler-or-the-boy-who-sold-his-laughter,"The Legend of Timm Thaler: or The Boy Who Sold His Laughter",2017,3
rings-2017,"Rings",2017,1.5
john-wick-chapter-2,"John Wick: Chapter 2",2017,3.5
wendy-der-film,"Wendy - Der Film",2017,2
old-agent-men,"Old Agent Men",2017,3
my-blind-date-with-life,"My Blind Date with Life",2017,3.5
the-space-between-us,"The Space Between Us",2017,3
this-is-our-land,"This Is Our Land",2017,3
the-last-word-2017,"The Last Word",2017,3
get-out-2017,"Get Out",2017,4.5
the-divine-order,"The Divine Order",2017,2.5
t2-trainspotting,"T2 Trainspotting",2017,3.5
to-the-bone-2017,"To the Bone",2017,3.5
a-ghost-story-2017,"A Ghost Story",2017,4
the-polka-king,"The Polka King",2017,2.5
call-me-by-your-name,"Call Me by Your Name",2017,4.5
before-i-fall,"Before I Fall",2017,3.5
mudbound,"Mudbound",2017,4.5
wind-river-2017,"Wind River",2017,4
thoroughbreds-2017,"Thoroughbreds",2017,4
berlin-syndrome,"Berlin Syndrome",2017,2
alibicom,"Alibi.com",2017,3
the-big-sick,"The Big Sick",2017,4
xxx-return-of-xander-cage,"xXx: Return of Xander Cage",2017,2
sleepless-2017,"Sleepless",2017,1.5
the-bye-bye-man,"The Bye Bye Man",2017,2
small-town-killers,"Small Town Killers",2017,2
four-against-the-bank,"Four Against the Bank",2016,3.5
live-by-night,"Live by Night",2016,3
why-him,"Why Him?",2016,3
assassins-creed,"Assassin's Creed",2016,3
monster-trucks,"Monster Trucks",2016,1.5
fences-2016,"Fences",2016,4
passengers-2016,"Passengers",2016,3.5
resident-evil-the-final-chapter,"Resident Evil: The Final Chapter",2016,2
collateral-beauty,"Collateral Beauty",2016,4
rogue-one-a-star-wars-story,"Rogue One: A Star Wars Story",2016,4
a-cure-for-wellness,"A Cure for Wellness",2016,4
vampire-sisters-3-journey-to-transylvania,"Vampire Sisters 3: Journey to Transylvania",2016,2.5
schubert-in-love,"Schubert in Love",2016,1
the-great-wall-2016,"The Great Wall",2016,2.5
robby-and-tobys-fantastic-voyager,"Robby and Toby's Fantastic Voyager",2016,3.5
hidden-figures,"Hidden Figures",2016,3.5
silence,"Silence",2016,3.5
office-christmas-party,"Office Christmas Party",2016,1.5
underworld-blood-wars,"Underworld: Blood Wars",2016,1.5
the-founder,"The Founder",2016,3.5
radio-home,"Radio Home",2016,2.5
patriots-day,"Patriots Day",2016,4
shut-in,"Shut In",2016,1.5
miss-sloane,"Miss Sloane",2016,3.5
rules-dont-apply,"Rules Don't Apply",2016,3
fallen-2016,"Fallen",2016,1.5
allied,"Allied",2016,3.5
fantastic-beasts-and-where-to-find-them,"Fantastic Beasts and Where to Find Them",2016,3.5
two-is-a-family,"Two Is a Family",2016,3
a-street-cat-named-bob,"A Street Cat Named Bob",2016,3
welcome-to-hartmanns,"Welcome to Hartmanns",2016,3.5
time-heroes,"Time Heroes",2016,2
doctor-strange-2016,"Doctor Strange",2016,4.5
whats-left-of-my-life,"What's Left of My Life",2016,3.5
ouija-origin-of-evil,"Ouija: Origin of Evil",2016,2.5
keeping-up-with-the-joneses,"Keeping Up with the Joneses",2016,2
the-lost-city-of-z,"The Lost City of Z",2016,3.5
billy-lynns-long-halftime-walk,"Billy Lynn's Long Halftime Walk",2016,4
crazy-for-fixi,"Crazy for Fixi",2016,1
inferno-2016,"Inferno",2016,3
moana-2016,"Moana",2016,4
jack-reacher-never-go-back,"Jack Reacher: Never Go Back",2016,3
the-odyssey-2016,"The Odyssey",2016,2
trolls,"Trolls",2016,3
20th-century-women,"20th Century Women",2016,4
dont-believe-the-hype,"Don't Believe the Hype",2016,2.5
the-accountant-2016,"The Accountant",2016,4.5
denial-2016,"Denial",2016,3.5
penny-pincher,"Penny Pincher!",2016,2
nirgendwo,"Nirgendwo",2016,3
split-2016,"Split",2016,4
miss-peregrines-home-for-peculiar-children,"Miss Peregrine's Home for Peculiar Children",2016,2.5
storks,"Storks",2016,2.5
the-girl-on-the-train-2016,"The Girl on the Train",2016,3
goodbye-berlin,"Goodbye Berlin",2016,4.5
text-for-you,"Text for You",2016,4
snowden,"Snowden",2016,4
brain-on-fire,"Brain on Fire",2016,1.5
deepwater-horizon,"Deepwater Horizon",2016,3.5
bleed-for-this,"Bleed for This",2016,3.5
paris-can-wait,"Paris Can Wait",2016,2
lady-macbeth,"Lady Macbeth",2016,3.5
sing-2016,"Sing",2016,3.5
their-finest,"Their Finest",2016,3.5
the-promise-2016-1,"The Promise",2016,2.5
lion,"Lion",2016,4
the-limehouse-golem,"The Limehouse Golem",2016,3
american-pastoral,"American Pastoral",2016,2.5
a-united-kingdom,"A United Kingdom",2016,3
a-monster-calls,"A Monster Calls",2016,4.5
mannertag,"Männertag",2016,1.5
the-magnificent-seven-2016,"The Magnificent Seven",2016,4
jackie-2016,"Jackie",2016,4
the-oath-2016,"The Oath",2016,3.5
bridget-joness-baby,"Bridget Jones's Baby",2016,2.5
hacksaw-ridge,"Hacksaw Ridge",2016,4.5
heal-the-living,"Heal the Living",2016,3.5
sully,"Sully",2016,4
nocturnal-animals,"Nocturnal Animals",2016,4.5
moonlight-2016,"Moonlight",2016,4
una-2016,"Una",2016,4
the-light-between-oceans,"The Light Between Oceans",2016,3.5
arrival-2016,"Arrival",2016,4.5
la-la-land,"La La Land",2016,5
xoxo-2016,"XOXO",2016,1.5
mechanic-resurrection,"Mechanic: Resurrection",2016,1.5
imperium,"Imperium",2016,2.5
antonio-ihm-schmeckts-nicht,"Antonio, ihm schmeckt's nicht!",2016,2
conni-co,"Conni & Co",2016,1.5
ben-hur-2016,"Ben-Hur",2016,1.5
kubo-and-the-two-strings,"Kubo and the Two Strings",2016,4.5
we-are-family-2016,"We Are Family",2016,2.5
war-dogs-2016,"War Dogs",2016,4
the-girl-with-all-the-gifts,"The Girl with All the Gifts",2016,3.5
suicide-squad-2016,"Suicide Squad",2016,3
sharknado-4-the-4th-awakens,"Sharknado 4: The 4th Awakens",2016,0.5
bad-moms,"Bad Moms",2016,3
batman-the-killing-joke-2016,"Batman: The Killing Joke",2016,3.5
blair-witch,"Blair Witch",2016,2.5
ghostbusters-2016,"Ghostbusters",2016,2.5
jason-bourne,"Jason Bourne",2016,3.5
stadtlandliebe,"Stadtlandliebe",2016,1.5
emerald-green,"Emerald Green",2016,2.5
star-trek-beyond,"Star Trek Beyond",2016,3.5
the-infiltrator-2016,"The Infiltrator",2016,3.5
heart-of-stone-2016,"Heart of Stone",2016,2.5
your-name,"Your Name.",2016,4
absolutely-fabulous-the-movie,"Absolutely Fabulous: The Movie",2016,1.5
mike-and-dave-need-wedding-dates,"Mike and Dave Need Wedding Dates",2016,2.5
the-purge-election-year,"The Purge: Election Year",2016,4
the-legend-of-tarzan,"The Legend of Tarzan",2016,2
nerve-2016,"Nerve",2016,3
center-of-my-world,"Center of My World",2016,2.5
monkey-king,"Monkey King",2016,1.5
the-shallows,"The Shallows",2016,1.5
independence-day-resurgence,"Independence Day: Resurgence",2016,3
ice-age-collision-course,"Ice Age: Collision Course",2016,2.5
the-secret-life-of-pets,"The Secret Life of Pets",2016,3.5
central-intelligence,"Central Intelligence",2016,3
collide,"Collide",2016,2
lights-out-2016,"Lights Out",2016,2
finding-dory,"Finding Dory",2016,4
the-african-doctor,"The African Doctor",2016,3
plan-b-2016,"Plan B",2016,1.5
stefan-zweig-farewell-to-europe,"Stefan Zweig: Farewell to Europe",2016,2
now-you-see-me-2,"Now You See Me 2",2016,3
the-do-over,"The Do-Over",2016,0.5
alice-through-the-looking-glass-2016,"Alice Through the Looking Glass",2016,3
warcraft,"Warcraft",2016,3
me-before-you,"Me Before You",2016,3
teenage-mutant-ninja-turtles-out-of-the-shadows,"Teenage Mutant Ninja Turtles: Out of the Shadows",2016,2
elle,"Elle",2016,4
the-neon-demon,"The Neon Demon",2016,2.5
personal-shopper,"Personal Shopper",2016,2.5
paterson,"Paterson",2016,3
hell-or-high-water,"Hell or High Water",2016,4
loving-2016,"Loving",2016,4
american-honey,"American Honey",2016,3.5
my-life-as-a-zucchini,"My Life as a Zucchini",2016,4
toni-erdmann,"Toni Erdmann",2016,4.5
the-bfg-2016,"The BFG",2016,3.5
the-handmaiden,"The Handmaiden",2016,4
hk-hentai-kamen-2-abnormal-crisis,"HK: Hentai Kamen 2 - Abnormal Crisis",2016,1.5
the-conjuring-2,"The Conjuring 2",2016,4
the-dancer-2016,"The Dancer",2016,2
i-daniel-blake,"I, Daniel Blake",2016,4
how-men-talk-about-women,"How Men Talk About Women",2016,3
too-hard-to-handle,"Too Hard to Handle",2016,3.5
money-monster,"Money Monster",2016,3.5
in-bed-with-victoria,"In Bed with Victoria",2016,3
the-nice-guys,"The Nice Guys",2016,4
x-men-apocalypse,"X-Men: Apocalypse",2016,3.5
scrappin,"Scrappin'",2016,2.5
our-kind-of-traitor,"Our Kind of Traitor",2016,3
up-for-love,"Up for Love",2016,2.5
the-angry-birds-movie,"The Angry Birds Movie",2016,1.5
neighbors-2-sorority-rising,"Neighbors 2: Sorority Rising",2016,3
florence-foster-jenkins,"Florence Foster Jenkins",2016,3.5
bastille-day,"Bastille Day",2016,3
a-hologram-for-the-king,"A Hologram for the King",2016,4
fog-in-august,"Fog in August",2016,3.5
norman-the-moderate-rise-and-tragic-fall-of-a-new-york-fixer,"Norman: The Moderate Rise and Tragic Fall of a New York Fixer",2016,3.5
ratchet-clank,"Ratchet & Clank",2016,1.5
back-to-moms,"Back to Mom's",2016,2.5
mothers-day-2016,"Mother's Day",2016,2
captain-america-civil-war,"Captain America: Civil War",2016,4.5
high-strung-2016,"High Strung",2016,2.5
julieta,"Julieta",2016,3
the-boss-2016,"The Boss",2016,2
before-i-wake,"Before I Wake",2016,3
the-huntsman-winters-war,"The Huntsman: Winter's War",2016,3
the-jungle-book-2016,"The Jungle Book",2016,4
the-red-turtle,"The Red Turtle",2016,3.5
my-big-fat-greek-wedding-2,"My Big Fat Greek Wedding 2",2016,3
elvis-nixon,"Elvis & Nixon",2016,3.5
miracles-from-heaven,"Miracles from Heaven",2016,2
sausage-party,"Sausage Party",2016,2.5
batman-v-superman-dawn-of-justice,"Batman v Superman: Dawn of Justice",2016,4
dont-breathe-2016,"Don't Breathe",2016,3.5
brimstone-2016,"Brimstone",2016,3.5
everybody-wants-some,"Everybody Wants Some!!",2016,4
the-young-messiah,"The Young Messiah",2016,1.5
allegiant,"Allegiant",2016,2
10-cloverfield-lane,"10 Cloverfield Lane",2016,4
whiskey-tango-foxtrot,"Whiskey Tango Foxtrot",2016,3.5
the-diary-of-anne-frank-2016,"The Diary of Anne Frank",2016,3
london-has-fallen,"London Has Fallen",2016,2
the-most-beautiful-day-2016,"The Most Beautiful Day",2016,3.5
the-other-side-of-the-door,"The Other Side of the Door",2016,2
grimsby,"Grimsby",2016,1
gods-of-egypt,"Gods of Egypt",2016,1.5
triple-9,"Triple 9",2016,2.5
soy-nero,"Soy Nero",2016,3.5
alone-in-berlin,"Alone in Berlin",2016,2.5
junction-48,"Junction 48",2016,2.5
midnight-special,"Midnight Special",2016,4
war-on-everyone,"War on Everyone",2016,2.5
the-wild-soccer-bunch-6,"The Wild Soccer Bunch 6",2016,1.5
race-2016,"Race",2016,3.5
deadpool,"Deadpool",2016,4
zootopia,"Zootopia",2016,4.5
welcome-to-norway,"Welcome to Norway!",2016,3.5
robinson-crusoe-2016,"Robinson Crusoe",2016,1.5
zoolander-2,"Zoolander 2",2016,3
the-choice-2016,"The Choice",2016,2
how-to-be-single,"How to Be Single",2016,3
gold-2016,"Gold",2016,3.5
hail-caesar-2016,"Hail, Caesar!",2016,3
the-finest-hours-2016,"The Finest Hours",2016,2
the-birth-of-a-nation-2016,"The Birth of a Nation",2016,4
wild-2016,"Wild",2016,2.5
southside-with-you,"Southside with You",2016,4
the-hollars,"The Hollars",2016,3
certain-women,"Certain Women",2016,3.5
tallulah,"Tallulah",2016,3.5
kung-fu-panda-3,"Kung Fu Panda 3",2016,4
captain-fantastic,"Captain Fantastic",2016,3.5
manchester-by-the-sea,"Manchester by the Sea",2016,4.5
the-greasy-strangler,"The Greasy Strangler",2016,1
the-boy-2016,"The Boy",2016,3
risen-2016,"Risen",2016,2.5
wiener-dog,"Wiener-Dog",2016,3
swiss-army-man,"Swiss Army Man",2016,4.5
bibi-tina-girls-vs-boys,"Bibi & Tina: Girls vs. Boys",2016,2.5
sex-crime,"Sex & Crime",2016,2.5
pride-and-prejudice-and-zombies,"Pride and Prejudice and Zombies",2016,1.5
lenalove,"LenaLove",2016,2
dirty-grandpa,"Dirty Grandpa",2016,2.5
batman-bad-blood,"Batman: Bad Blood",2016,2
the-5th-wave,"The 5th Wave",2016,2.5
gut-zu-vogeln,"Gut zu Vögeln",2016,1.5
ride-along-2,"Ride Along 2",2016,2
one-man-and-his-cow,"One Man and his Cow",2016,3
friend-request,"Friend Request",2016,3
the-forest-2016,"The Forest",2016,2
chocolat-2016,"Chocolat",2016,3.5
where-am-i-going-2016,"Where Am I Going?",2016,3
jane-got-a-gun,"Jane Got a Gun",2015,2.5
im-off-then,"I'm Off Then",2015,3
bros-before-hoes,"Bros Before Hoes",2015,1
sisters-2015,"Sisters",2015,2
help-i-shrunk-my-teacher,"Help, I Shrunk My Teacher",2015,3
the-revenant-2015,"The Revenant",2015,5
star-wars-the-force-awakens,"Star Wars: The Force Awakens",2015,4
joy-2015,"Joy",2015,3
a-man-called-ove,"A Man Called Ove",2015,3.5
eddie-the-eagle,"Eddie the Eagle",2015,3.5
the-ridiculous-6,"The Ridiculous 6",2015,1
daddys-home,"Daddy's Home",2015,2.5
manifesto-2015-1,"Manifesto",2015,3.5
the-hateful-eight,"The Hateful Eight",2015,4.5
point-break-2015,"Point Break",2015,2
in-the-heart-of-the-sea,"In the Heart of the Sea",2015,4
krampus,"Krampus",2015,3.5
the-night-before-2015,"The Night Before",2015,3
criminal-activities,"Criminal Activities",2015,2
creed,"Creed",2015,4.5
love-the-coopers,"Love the Coopers",2015,2
the-big-short,"The Big Short",2015,4
concussion-2015,"Concussion",2015,3.5
the-good-dinosaur,"The Good Dinosaur",2015,3
victor-frankenstein,"Victor Frankenstein",2015,2.5
the-hunger-games-mockingjay-part-2,"The Hunger Games: Mockingjay – Part 2",2015,4
by-the-sea-2015,"By the Sea",2015,1.5
spectre-2015,"Spectre",2015,3.5
scouts-guide-to-the-zombie-apocalypse,"Scouts Guide to the Zombie Apocalypse",2015,1
rock-the-kasbah,"Rock the Kasbah",2015,2
the-last-witch-hunter,"The Last Witch Hunter",2015,3
the-peanuts-movie,"The Peanuts Movie",2015,3
kleine-ziege-sturer-bock,"Kleine Ziege, sturer Bock",2015,2.5
secret-in-their-eyes,"Secret in Their Eyes",2015,3
look-whos-back-2015,"Look Who's Back",2015,3.5
bridge-of-spies,"Bridge of Spies",2015,4
4-kings-2015,"4 Kings",2015,3.5
burnt,"Burnt",2015,3.5
the-walk-2015,"The Walk",2015,3.5
im-all-yours-2015,"I'm All Yours",2015,3.5
the-dark-side-of-the-moon-2015,"The Dark Side of the Moon",2015,3
crimson-peak,"Crimson Peak",2015,4
pan-2015,"Pan",2015,1.5
born-to-dance-2015,"Born to Dance",2015,2.5
hotel-transylvania-2,"Hotel Transylvania 2",2015,3
regression,"Regression",2015,2.5
me-and-kaminski,"Me and Kaminski",2015,3.5
colonia,"Colonia",2015,3
high-rise-2015,"High-Rise",2015,2.5
born-to-be-blue,"Born to Be Blue",2015,4
the-danish-girl,"The Danish Girl",2015,3.5
truman-2015,"Truman",2015,3.5
trumbo,"Trumbo",2015,4
miss-you-already,"Miss You Already",2015,3
the-lady-in-the-van,"The Lady in the Van",2015,3.5
hardcore-henry,"Hardcore Henry",2015,2
maggies-plan,"Maggie's Plan",2015,3.5
the-martian,"The Martian",2015,4
baskin-2015,"Baskin",2015,2.5
our-brand-is-crisis-2015,"Our Brand Is Crisis",2015,3
ma-ma,"ma ma",2015,2.5
suck-me-shakespeer-2,"Suck Me Shakespeer 2",2015,3
the-visit-2015,"The Visit",2015,3
demolition,"Demolition",2015,3.5
maze-runner-the-scorch-trials,"Maze Runner: The Scorch Trials",2015,3
a-bigger-splash-2015,"A Bigger Splash",2015,2.5
steve-jobs,"Steve Jobs",2015,4.5
black-mass-2015,"Black Mass",2015,3.5
marguerite,"Marguerite",2015,3
anomalisa,"Anomalisa",2015,4
suffragette,"Suffragette",2015,3
room-2015,"Room",2015,5
beasts-of-no-nation,"Beasts of No Nation",2015,4
solace-2015,"Solace",2015,2
legend-2015,"Legend",2015,3
spotlight,"Spotlight",2015,4
everest-2015,"Everest",2015,4
the-sand,"The Sand",2015,0.5
the-student-and-mister-henri,"The Student and Mister Henri",2015,3
we-are-your-friends,"We Are Your Friends",2015,3
the-transporter-refueled,"The Transporter Refueled",2015,1.5
american-ultra,"American Ultra",2015,3
