slug,title,year,rating
despicable-me,"Despicable Me",2010,3.5
sex-and-the-city-2,"Sex and the City 2",2010,0.5
biutiful,"Biutiful",2010,4
robin-hood-2010,"Robin Hood",2010,2.5
prince-of-persia-the-sands-of-time,"Prince of Persia: The Sands of Time",2010,2.5
a-nightmare-on-elm-street-2010,"A Nightmare on Elm Street",2010,1.5
iron-man-2,"Iron Man 2",2010,2
the-losers,"The Losers",2010,2.5
clash-of-the-titans-2010,"Clash of the Titans",2010,2
22-bullets,"22 Bullets",2010,3.5
tekken,"Tekken",2010,1.5
how-to-train-your-dragon,"How to Train Your Dragon",2010,4
repo-men,"Repo Men",2010,2.5
monsters,"Monsters",2010,3
kick-ass,"Kick-Ass",2010,3.5
alice-in-wonderland-2010,"Alice in Wonderland",2010,2.5
the-crazies-2010,"The Crazies",2010,3
green-zone,"Green Zone",2010,3.5
centurion,"Centurion",2010,3
shutter-island,"Shutter Island",2010,3.5
the-wolfman,"The Wolfman",2010,2.5
times-change-you,"Times Change You",2010,1
from-paris-with-love,"From Paris with Love",2010,3
percy-jackson-the-olympians-the-lightning-thief,"Percy Jackson & the Olympians: The Lightning Thief",2010,2.5
edge-of-darkness-2010,"Edge of Darkness",2010,3.5
the-kids-are-all-right,"The Kids Are All Right",2010,4
four-lions,"Four Lions",2010,3.5
buried,"Buried",2010,3.5
animal-kingdom,"Animal Kingdom",2010,4
tucker-and-dale-vs-evil,"Tucker and Dale vs. Evil",2010,3
legion-2010,"Legion",2010,2
the-book-of-eli,"The Book of Eli",2010,3
sherlock-holmes-2009,"Sherlock Holmes",2009,3
avatar,"Avatar",2009,4
the-princess-and-the-frog,"The Princess and the Frog",2009,3
the-door,"The Door",2009,3
the-boondock-saints-ii-all-saints-day,"The Boondock Saints II: All Saints Day",2009,2
rabbit-without-ears-2,"Rabbit Without Ears 2",2009,1
the-lovely-bones,"The Lovely Bones",2009,1.5
the-twilight-saga-new-moon,"The Twilight Saga: New Moon",2009,1
saw-vi,"Saw VI",2009,2
the-men-who-stare-at-goats,"The Men Who Stare at Goats",2009,4
law-abiding-citizen,"Law Abiding Citizen",2009,1.5
where-the-wild-things-are,"Where the Wild Things Are",2009,3
2012,"2012",2009,2
splice,"Splice",2009,2.5
zombieland,"Zombieland",2009,2
ninja-assassin,"Ninja Assassin",2009,2
surrogates,"Surrogates",2009,2.5
the-box-2009,"The Box",2009,2
a-serious-man,"A Serious Man",2009,3.5
harry-brown,"Harry Brown",2009,3.5
daybreakers,"Daybreakers",2009,3.5
jennifers-body,"Jennifer's Body",2009,2.5
soul-kitchen,"Soul Kitchen",2009,4
pandorum,"Pandorum",2009,2.5
up-in-the-air,"Up in the Air",2009,4
carriers,"Carriers",2009,2.5
bad-lieutenant-port-of-call-new-orleans,"Bad Lieutenant: Port of Call – New Orleans",2009,2.5
valhalla-rising,"Valhalla Rising",2009,4
the-road,"The Road",2009,4
the-horde,"The Horde",2009,3
triangle-2009,"Triangle",2009,3.5
district-9,"District 9",2009,4
gi-joe-the-rise-of-cobra,"G.I. Joe: The Rise of Cobra",2009,2.5
orphan,"Orphan",2009,3
harry-potter-and-the-half-blood-prince,"Harry Potter and the Half-Blood Prince",2009,3
ice-age-dawn-of-the-dinosaurs,"Ice Age: Dawn of the Dinosaurs",2009,3
hachi-a-dogs-tale,"Hachi: A Dog's Tale",2009,3
transformers-revenge-of-the-fallen,"Transformers: Revenge of the Fallen",2009,1
the-proposal-2009,"The Proposal",2009,2.5
the-hangover,"The Hangover",2009,3
partly-cloudy,"Partly Cloudy",2009,5
the-final-destination,"The Final Destination",2009,3.5
inglourious-basterds,"Inglourious Basterds",2009,4.5
antichrist,"Antichrist",2009,3.5
terminator-salvation,"Terminator Salvation",2009,3
up,"Up",2009,4.5
star-trek,"Star Trek",2009,3
ghosts-of-girlfriends-past,"Ghosts of Girlfriends Past",2009,2
x-men-origins-wolverine,"X-Men Origins: Wolverine",2009,2
the-house-of-the-devil,"The House of the Devil",2009,2.5
angels-demons,"Angels & Demons",2009,1.5
crank-high-voltage,"Crank: High Voltage",2009,2
fast-furious,"Fast & Furious",2009,2.5
mannersache,"Männersache",2009,1
12-rounds,"12 Rounds",2009,2
knowing,"Knowing",2009,3
drag-me-to-hell,"Drag Me to Hell",2009,3.5
race-to-witch-mountain,"Race to Witch Mountain",2009,3
the-last-house-on-the-left-2009,"The Last House on the Left",2009,3
street-fighter-the-legend-of-chun-li,"Street Fighter: The Legend of Chun-Li",2009,0.5
dragonball-evolution,"Dragonball Evolution",2009,0.5
the-girl-with-the-dragon-tattoo,"The Girl with the Dragon Tattoo",2009,3.5
watchmen,"Watchmen",2009,4
friday-the-13th-2009,"Friday the 13th",2009,2
moon,"Moon",2009,3.5
underworld-rise-of-the-lycans,"Underworld: Rise of the Lycans",2009,3
mary-and-max,"Mary and Max",2009,4.5
bride-wars,"Bride Wars",2009,2
dead-snow,"Dead Snow",2009,3
valkyrie,"Valkyrie",2008,3
the-spirit,"The Spirit",2008,2
seven-pounds,"Seven Pounds",2008,1
inkheart,"Inkheart",2008,1.5
the-reader,"The Reader",2008,4
the-day-the-earth-stood-still-2008,"The Day the Earth Stood Still",2008,1.5
gran-torino,"Gran Torino",2008,3.5
the-curious-case-of-benjamin-button,"The Curious Case of Benjamin Button",2008,3
punisher-war-zone,"Punisher: War Zone",2008,3
transporter-3,"Transporter 3",2008,1.5
splinter-2008,"Splinter",2008,3.5
quantum-of-solace,"Quantum of Solace",2008,2
saw-v,"Saw V",2008,2
max-payne,"Max Payne",2008,2
quarantine,"Quarantine",2008,3
body-of-lies,"Body of Lies",2008,3.5
far-cry,"Far Cry",2008,0.5
eagle-eye,"Eagle Eye",2008,3
the-wrestler,"The Wrestler",2008,3.5
rocknrolla,"RocknRolla",2008,2.5
the-hurt-locker,"The Hurt Locker",2008,4
slumdog-millionaire,"Slumdog Millionaire",2008,3
disaster-movie,"Disaster Movie",2008,0.5
death-race,"Death Race",2008,2.5
babylon-ad,"Babylon A.D.",2008,2.5
mirrors,"Mirrors",2008,3
tropic-thunder,"Tropic Thunder",2008,3
berlin-calling,"Berlin Calling",2008,3.5
step-brothers,"Step Brothers",2008,3.5
the-x-files-i-want-to-believe,"The X Files: I Want to Believe",2008,2.5
the-midnight-meat-train,"The Midnight Meat Train",2008,3.5
pineapple-express,"Pineapple Express",2008,3
ponyo,"Ponyo",2008,4
the-dark-knight,"The Dark Knight",2008,4
felon,"Felon",2008,3.5
hellboy-ii-the-golden-army,"Hellboy II: The Golden Army",2008,3.5
the-mummy-tomb-of-the-dragon-emperor,"The Mummy: Tomb of the Dragon Emperor",2008,2.5
presto,"Presto",2008,3.5
walle,"WALL·E",2008,5
hancock,"Hancock",2008,3
the-incredible-hulk,"The Incredible Hulk",2008,2.5
wanted-2008,"Wanted",2008,3.5
the-happening,"The Happening",2008,1
indiana-jones-and-the-kingdom-of-the-crystal-skull,"Indiana Jones and the Kingdom of the Crystal Skull",2008,2.5
martyrs,"Martyrs",2008,4
gomorrah,"Gomorrah",2008,3.5
the-chronicles-of-narnia-prince-caspian,"The Chronicles of Narnia: Prince Caspian",2008,1.5
kung-fu-panda,"Kung Fu Panda",2008,3.5
sex-and-the-city,"Sex and the City",2008,3
iron-man-2008,"Iron Man",2008,3.5
outlander,"Outlander",2008,2.5
street-kings,"Street Kings",2008,2.5
the-ruins,"The Ruins",2008,2.5
doomsday,"Doomsday",2008,3
the-wave-2008,"The Wave",2008,3.5
10000-bc,"10,000 BC",2008,2
taken,"Taken",2008,4
jumper,"Jumper",2008,2
chiko,"Chiko",2008,3.5
the-eye-2008,"The Eye",2008,2.5
let-the-right-one-in,"Let the Right One In",2008,4.5
definitely-maybe,"Definitely, Maybe",2008,1.5
meet-the-spartans,"Meet the Spartans",2008,0.5
rambo,"Rambo",2008,3
be-kind-rewind,"Be Kind Rewind",2008,3
in-bruges,"In Bruges",2008,4
cloverfield,"Cloverfield",2008,3.5
aliens-vs-predator-requiem,"Aliens vs Predator: Requiem",2007,1
national-treasure-book-of-secrets,"National Treasure: Book of Secrets",2007,2
trick-r-treat,"Trick 'r Treat",2007,3
i-am-legend,"I Am Legend",2007,3
the-golden-compass,"The Golden Compass",2007,2
rabbit-without-ears,"Rabbit Without Ears",2007,3
hitman,"Hitman",2007,2
enchanted,"Enchanted",2007,3.5
the-mist,"The Mist",2007,3
beowulf-2007,"Beowulf",2007,3
saw-iv,"Saw IV",2007,2.5
lissi-and-the-wild-emperor,"Lissi and the Wild Emperor",2007,1
american-gangster,"American Gangster",2007,3.5
postal,"Postal",2007,0.5
30-days-of-night,"30 Days of Night",2007,3
shotgun-stories,"Shotgun Stories",2007,3.5
my-name-is-bruce,"My Name Is Bruce",2007,3
there-will-be-blood,"There Will Be Blood",2007,3.5
timecrimes,"Timecrimes",2007,3
resident-evil-extinction,"Resident Evil: Extinction",2007,2
paranormal-activity,"Paranormal Activity",2007,3
elizabeth-the-golden-age,"Elizabeth: The Golden Age",2007,3.5
lars-and-the-real-girl,"Lars and the Real Girl",2007,4
eastern-promises,"Eastern Promises",2007,3.5
the-darjeeling-limited,"The Darjeeling Limited",2007,4
gone-baby-gone,"Gone Baby Gone",2007,3.5
the-assassination-of-jesse-james-by-the-coward-robert-ford,"The Assassination of Jesse James by the Coward Robert Ford",2007,4.5
michael-clayton,"Michael Clayton",2007,3.5
halloween,"Halloween",2007,2.5
rec,"[REC]",2007,3.5
310-to-yuma-2007,"3:10 to Yuma",2007,4
death-sentence-2007,"Death Sentence",2007,2.5
the-invasion,"The Invasion",2007,2
superbad,"Superbad",2007,3
rush-hour-3,"Rush Hour 3",2007,1.5
stardust-2007,"Stardust",2007,3.5
shoot-em-up,"Shoot 'Em Up",2007,2.5
the-bourne-ultimatum,"The Bourne Ultimatum",2007,3.5
the-simpsons-movie,"The Simpsons Movie",2007,3.5
i-now-pronounce-you-chuck-larry,"I Now Pronounce You Chuck & Larry",2007,2.5
harry-potter-and-the-order-of-the-phoenix,"Harry Potter and the Order of the Phoenix",2007,3.5
transformers,"Transformers",2007,3
ratatouille,"Ratatouille",2007,3.5
live-free-or-die-hard,"Live Free or Die Hard",2007,2.5
1408,"1408",2007,3.5
fantastic-four-rise-of-the-silver-surfer,"Fantastic Four: Rise of the Silver Surfer",2007,2.5
hostel-part-ii,"Hostel: Part II",2007,2
diary-of-the-dead,"Diary of the Dead",2007,2
inside-2007,"Inside",2007,3.5
oceans-thirteen,"Ocean's Thirteen",2007,2
death-proof,"Death Proof",2007,3
the-orphanage,"The Orphanage",2007,3.5
pirates-of-the-caribbean-at-worlds-end,"Pirates of the Caribbean: At World's End",2007,2.5
no-country-for-old-men,"No Country for Old Men",2007,4.5
in-the-name-of-the-king-a-dungeon-siege-tale,"In the Name of the King: A Dungeon Siege Tale",2007,1
shrek-the-third,"Shrek the Third",2007,3
28-weeks-later,"28 Weeks Later",2007,3.5
next,"Next",2007,3
vacancy-2007,"Vacancy",2007,3
spider-man-3,"Spider-Man 3",2007,2.5
planet-terror,"Planet Terror",2007,4
dont,"Don't",2007,3.5
the-reaping,"The Reaping",2007,1.5
disturbia,"Disturbia",2007,3
sunshine-2007,"Sunshine",2007,4
wild-hogs,"Wild Hogs",2007,2
zodiac,"Zodiac",2007,4
the-number-23,"The Number 23",2007,2.5
hot-fuzz,"Hot Fuzz",2007,3
premonition-2007,"Premonition",2007,2.5
epic-movie,"Epic Movie",2007,0.5
ghost-rider,"Ghost Rider",2007,2
pathfinder-2007,"Pathfinder",2007,2.5
rocky-balboa,"Rocky Balboa",2006,3
the-pursuit-of-happyness,"The Pursuit of Happyness",2006,2.5
eragon,"Eragon",2006,1
300,"300",2006,3
smokin-aces,"Smokin' Aces",2006,1.5
apocalypto,"Apocalypto",2006,3.5
blood-diamond,"Blood Diamond",2006,2.5
tenacious-d-in-the-pick-of-destiny,"Tenacious D in The Pick of Destiny",2006,3
deja-vu,"Déjà Vu",2006,3
casino-royale-2006,"Casino Royale",2006,3.5
saw-iii,"Saw III",2006,3.5
7-dwarves-the-forest-is-not-enough,"7 Dwarves: The Forest Is Not Enough",2006,1
the-prestige,"The Prestige",2006,3.5
the-grudge-2,"The Grudge 2",2006,2
das-kleine-arschloch-und-der-alte-sack-sterben-ist-scheie,"Das kleine Arschloch und der alte Sack - Sterben ist Scheiße",2006,2
germany-a-summers-fairytale,"Germany: A Summer's Fairytale",2006,2
the-departed,"The Departed",2006,3
perfume-the-story-of-a-murderer,"Perfume: The Story of a Murderer",2006,3
a-good-year,"A Good Year",2006,2
the-fall,"The Fall",2006,3.5
rescue-dawn,"Rescue Dawn",2006,3.5
the-fountain,"The Fountain",2006,3
children-of-men,"Children of Men",2006,5
paprika-2006,"Paprika",2006,3.5
crank,"Crank",2006,3
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,3.5
talladega-nights-the-ballad-of-ricky-bobby,"Talladega Nights: The Ballad of Ricky Bobby",2006,2.5
my-super-ex-girlfriend,"My Super Ex-Girlfriend",2006,2
miami-vice,"Miami Vice",2006,3.5
lady-in-the-water,"Lady in the Water",2006,2
pirates-of-the-caribbean-dead-mans-chest,"Pirates of the Caribbean: Dead Man's Chest",2006,2
superman-returns,"Superman Returns",2006,2
the-devil-wears-prada,"The Devil Wears Prada",2006,2.5
the-fast-and-the-furious-tokyo-drift,"The Fast and the Furious: Tokyo Drift",2006,3
pans-labyrinth,"Pan's Labyrinth",2006,3.5
a-scanner-darkly,"A Scanner Darkly",2006,3
x-men-the-last-stand,"X-Men: The Last Stand",2006,3
severance,"Severance",2006,3
the-da-vinci-code,"The Da Vinci Code",2006,2
fc-venus-2006,"FC Venus",2006,2
mission-impossible-iii,"Mission: Impossible III",2006,3
silent-hill,"Silent Hill",2006,3.5
scary-movie-4,"Scary Movie 4",2006,1
slither,"Slither",2006,3.5
ice-age-the-meltdown,"Ice Age: The Meltdown",2006,3
shes-the-man,"She's the Man",2006,1
inside-man,"Inside Man",2006,3.5
cars,"Cars",2006,3.5
the-hills-have-eyes-2006,"The Hills Have Eyes",2006,4
ultraviolet,"Ultraviolet",2006,0.5
16-blocks,"16 Blocks",2006,3
lucky-number-slevin,"Lucky Number Slevin",2006,3.5
date-movie,"Date Movie",2006,1
final-destination-3,"Final Destination 3",2006,3
alpha-dog,"Alpha Dog",2006,2
little-miss-sunshine,"Little Miss Sunshine",2006,4.5
bandidas,"Bandidas",2006,2.5
underworld-evolution,"Underworld: Evolution",2006,1.5
the-new-world,"The New World",2005,4
munich,"Munich",2005,4
v-for-vendetta,"V for Vendetta",2005,3
the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,1.5
king-kong-2005,"King Kong",2005,3
on-flux-2005,"Æon Flux",2005,2
get-rich-or-die-tryin,"Get Rich or Die Tryin'",2005,2.5
harry-potter-and-the-goblet-of-fire,"Harry Potter and the Goblet of Fire",2005,4
saw-ii,"Saw II",2005,3
jarhead,"Jarhead",2005,3
bloodrayne,"BloodRayne",2005,1.5
doom,"Doom",2005,2
the-greatest-game-ever-played,"The Greatest Game Ever Played",2005,4
domino,"Domino",2005,2
flightplan,"Flightplan",2005,2.5
hostel,"Hostel",2005,2.5
lord-of-war,"Lord of War",2005,3.5
harsh-times,"Harsh Times",2005,2.5
pride-prejudice,"Pride & Prejudice",2005,1.5
corpse-bride,"Corpse Bride",2005,4
walk-the-line,"Walk the Line",2005,3
elizabethtown,"Elizabethtown",2005,1.5
brokeback-mountain,"Brokeback Mountain",2005,3.5
the-exorcism-of-emily-rose,"The Exorcism of Emily Rose",2005,4
the-brothers-grimm,"The Brothers Grimm",2005,3
serenity,"Serenity",2005,3
four-brothers,"Four Brothers",2005,3
the-protector-2005,"The Protector",2005,4
the-40-year-old-virgin,"The 40 Year Old Virgin",2005,3.5
red-eye,"Red Eye",2005,3
transporter-2,"Transporter 2",2005,2.5
the-dukes-of-hazzard,"The Dukes of Hazzard",2005,2
the-devils-rejects,"The Devil's Rejects",2005,2
final-fantasy-vii-advent-children,"Final Fantasy VII: Advent Children",2005,2.5
wedding-crashers,"Wedding Crashers",2005,3.5
the-island-2005,"The Island",2005,3
charlie-and-the-chocolate-factory,"Charlie and the Chocolate Factory",2005,2
fantastic-four-2005,"Fantastic Four",2005,2.5
dark-water-2005,"Dark Water",2005,3
land-of-the-dead,"Land of the Dead",2005,3
war-of-the-worlds,"War of the Worlds",2005,4
mr-mrs-smith-2005,"Mr. & Mrs. Smith",2005,3
cinderella-man,"Cinderella Man",2005,4.5
batman-begins,"Batman Begins",2005,2.5
the-longest-yard-2005,"The Longest Yard",2005,3.5
joyeux-noel,"Joyeux Noel",2005,3
a-history-of-violence,"A History of Violence",2005,4.5
a-sound-of-thunder,"A Sound of Thunder",2005,3
madagascar,"Madagascar",2005,3
kiss-kiss-bang-bang-2005,"Kiss Kiss Bang Bang",2005,3.5
star-wars-episode-iii-revenge-of-the-sith,"Star Wars: Episode III – Revenge of the Sith",2005,2.5
kingdom-of-heaven,"Kingdom of Heaven",2005,2.5
adams-apples,"Adam's Apples",2005,4
the-amityville-horror-2005,"The Amityville Horror",2005,3
a-bittersweet-life,"A Bittersweet Life",2005,3.5
sin-city,"Sin City",2005,4.5
the-descent,"The Descent",2005,4.5
the-ring-two,"The Ring Two",2005,1
be-cool,"Be Cool",2005,3
hitch-2005,"Hitch",2005,2
constantine,"Constantine",2005,3.5
the-wedding-date,"The Wedding Date",2005,2.5
unleashed,"Unleashed",2005,3
alone-in-the-dark-2005,"Alone in the Dark",2005,0.5
elektra,"Elektra",2005,2
white-noise,"White Noise",2005,2
the-aviator,"The Aviator",2004,3.5
lemony-snickets-a-series-of-unfortunate-events,"Lemony Snicket's A Series of Unfortunate Events",2004,3.5
oceans-twelve,"Ocean's Twelve",2004,3
blade-trinity,"Blade: Trinity",2004,1.5
million-dollar-baby,"Million Dollar Baby",2004,4
alexander,"Alexander",2004,3
seed-of-chucky,"Seed of Chucky",2004,2
district-b13,"District B13",2004,3
national-treasure,"National Treasure",2004,2.5
7-zwerge-manner-allein-im-wald,"7 Zwerge - Männer allein im Wald",2004,1
the-incredibles,"The Incredibles",2004,3.5
six-shooter,"Six Shooter",2004,3
the-grudge,"The Grudge",2004,3
team-america-world-police,"Team America: World Police",2004,3
taxi-2004,"Taxi",2004,2
the-forgotten-2004,"The Forgotten",2004,2.5
sky-captain-and-the-world-of-tomorrow,"Sky Captain and the World of Tomorrow",2004,2
hotel-rwanda,"Hotel Rwanda",2004,3.5
shark-tale,"Shark Tale",2004,2.5
resident-evil-apocalypse,"Resident Evil: Apocalypse",2004,0.5
crash-2004,"Crash",2004,3
downfall,"Downfall",2004,3.5
birth-2004,"Birth",2004,3.5
mysterious-skin,"Mysterious Skin",2004,2
exorcist-the-beginning,"Exorcist: The Beginning",2004,2.5
avp-alien-vs-predator,"AVP: Alien vs. Predator",2004,1.5
collateral,"Collateral",2004,4.5
the-village,"The Village",2004,3
catwoman,"Catwoman",2004,0.5
the-manchurian-candidate-2004,"The Manchurian Candidate",2004,3.5
the-bourne-supremacy,"The Bourne Supremacy",2004,4
i-robot,"I, Robot",2004,3
traumschiff-surprise-periode-1,"(T)Raumschiff Surprise - Periode 1",2004,1.5
king-arthur,"King Arthur",2004,2.5
night-watch-2004,"Night Watch",2004,3
spider-man-2,"Spider-Man 2",2004,4
white-chicks,"White Chicks",2004,0.5
dodgeball-a-true-underdog-story,"DodgeBall: A True Underdog Story",2004,3.5
girls-on-top-2,"Girls on Top 2",2004,3
the-terminal,"The Terminal",2004,3
the-chronicles-of-riddick,"The Chronicles of Riddick",2004,3
harry-potter-and-the-prisoner-of-azkaban,"Harry Potter and the Prisoner of Azkaban",2004,3.5
house-of-flying-daggers,"House of Flying Daggers",2004,3.5
fahrenheit-9-11,"Fahrenheit 9/11",2004,3.5
the-day-after-tomorrow,"The Day After Tomorrow",2004,3
shrek-2,"Shrek 2",2004,3.5
the-trixxer,"The Trixxer",2004,2.5
troy,"Troy",2004,2.5
van-helsing,"Van Helsing",2004,1
howls-moving-castle,"Howl's Moving Castle",2004,3
kebab-connection,"Kebab Connection",2004,3.5
man-on-fire-2004,"Man on Fire",2004,3
the-punisher-2004,"The Punisher",2004,3
kill-bill-vol-2,"Kill Bill: Vol. 2",2004,3.5
walking-tall-2004,"Walking Tall",2004,2.5
hellboy,"Hellboy",2004,3
shaun-of-the-dead,"Shaun of the Dead",2004,3.5
mindhunters,"Mindhunters",2004,3
immortal,"Immortal",2004,2
secret-window,"Secret Window",2004,2.5
dawn-of-the-dead-2004,"Dawn of the Dead",2004,4
eternal-sunshine-of-the-spotless-mind,"Eternal Sunshine of the Spotless Mind",2004,3.5
starsky-hutch,"Starsky & Hutch",2004,3
the-passion-of-the-christ,"The Passion of the Christ",2004,2.5
a2-racer,"A2 Racer",2004,1
50-first-dates,"50 First Dates",2004,3
head-on-2004,"Head-On",2004,4.5
kung-fu-hustle,"Kung Fu Hustle",2004,3.5
hidalgo,"Hidalgo",2004,3.5
saw,"Saw",2004,3.5
the-machinist,"The Machinist",2004,3.5
napoleon-dynamite,"Napoleon Dynamite",2004,3.5
super-size-me,"Super Size Me",2004,3.5
the-butterfly-effect,"The Butterfly Effect",2004,2
garden-state,"Garden State",2004,3
along-came-polly,"Along Came Polly",2004,2
deadtime-stories-2003,"Deadtime Stories",2003,3.5
house-of-sand-and-fog,"House of Sand and Fog",2003,4
stuck-on-you,"Stuck on You",2003,3.5
big-fish,"Big Fish",2003,3.5
the-lord-of-the-rings-the-return-of-the-king,"The Lord of the Rings: The Return of the King",2003,5
the-last-samurai,"The Last Samurai",2003,3.5
oldboy,"Oldboy",2003,4
kontroll,"Kontroll",2003,3
bad-santa,"Bad Santa",2003,4
master-and-commander-the-far-side-of-the-world,"Master and Commander: The Far Side of the World",2003,3.5
gothika,"Gothika",2003,3
one-missed-call,"One Missed Call",2003,2.5
the-matrix-revolutions,"The Matrix Revolutions",2003,2
open-water,"Open Water",2003,3
scary-movie-3,"Scary Movie 3",2003,1
berlin-blues-2003,"Berlin Blues",2003,3
kill-bill-vol-1,"Kill Bill: Vol. 1",2003,4.5
the-rundown,"The Rundown",2003,2.5
school-of-rock,"School of Rock",2003,3.5
underworld-2003,"Underworld",2003,3
love-actually,"Love Actually",2003,3.5
matchstick-men,"Matchstick Men",2003,3
tokyo-godfathers,"Tokyo Godfathers",2003,4
lost-in-translation,"Lost in Translation",2003,3
once-upon-a-time-in-mexico,"Once Upon a Time in Mexico",2003,1
freddy-vs-jason,"Freddy vs. Jason",2003,3
open-range,"Open Range",2003,3
swat,"S.W.A.T.",2003,2.5
freaky-friday-2003,"Freaky Friday",2003,3
american-wedding,"American Wedding",2003,3
lara-croft-tomb-raider-the-cradle-of-life,"Lara Croft: Tomb Raider – The Cradle of Life",2003,3
the-league-of-extraordinary-gentlemen,"The League of Extraordinary Gentlemen",2003,1
bad-boys-ii,"Bad Boys II",2003,2
terminator-3-rise-of-the-machines,"Terminator 3: Rise of the Machines",2003,2.5
pirates-of-the-caribbean-the-curse-of-the-black-pearl,"Pirates of the Caribbean: The Curse of the Black Pearl",2003,3.5
charlies-angels-full-throttle,"Charlie's Angels: Full Throttle",2003,2
high-tension,"High Tension",2003,3
hulk,"Hulk",2003,2.5
2-fast-2-furious,"2 Fast 2 Furious",2003,3
wrong-turn,"Wrong Turn",2003,3
mystic-river,"Mystic River",2003,4
the-texas-chainsaw-massacre,"The Texas Chainsaw Massacre",2003,3
finding-nemo,"Finding Nemo",2003,4.5
bruce-almighty,"Bruce Almighty",2003,3
the-matrix-reloaded,"The Matrix Reloaded",2003,1.5
memories-of-murder,"Memories of Murder",2003,4
identity,"Identity",2003,3
x2,"X2",2003,4
the-animatrix,"The Animatrix",2003,3.5
bulletproof-monk,"Bulletproof Monk",2003,2
what-a-girl-wants,"What a Girl Wants",2003,1
soloalbum,"Soloalbum",2003,2.5
the-core,"The Core",2003,3
house-of-1000-corpses,"House of 1000 Corpses",2003,2
the-hunted-2003,"The Hunted",2003,3
dreamcatcher,"Dreamcatcher",2003,2
tears-of-the-sun,"Tears of the Sun",2003,2
cradle-2-the-grave,"Cradle 2 the Grave",2003,2.5
old-school,"Old School",2003,2.5
house-of-the-dead,"House of the Dead",2003,2
good-bye-lenin,"Good Bye, Lenin!",2003,3.5
daredevil,"Daredevil",2003,2
how-to-lose-a-guy-in-10-days,"How to Lose a Guy in 10 Days",2003,2
ong-bak,"Ong-Bak",2003,4
final-destination-2,"Final Destination 2",2003,3.5
darkness-falls-2003,"Darkness Falls",2003,2
easy-riders-raging-bulls-how-the-sex-n-drugs,"Easy Riders, Raging Bulls: How the Sex 'n' Drugs 'n' Rock 'n' Roll Generation Saved Hollywood",2003,3.5
national-security,"National Security",2003,2
hero-2002,"Hero",2002,3.5
the-lord-of-the-rings-the-two-towers,"The Lord of the Rings: The Two Towers",2002,4
25th-hour,"25th Hour",2002,2
catch-me-if-you-can-2002,"Catch Me If You Can",2002,3.5
dark-blue,"Dark Blue",2002,3
star-trek-nemesis,"Star Trek: Nemesis",2002,2
infernal-affairs,"Infernal Affairs",2002,4
gangs-of-new-york-2002,"Gangs of New York",2002,3.5
equilibrium,"Equilibrium",2002,3
treasure-planet,"Treasure Planet",2002,3
harry-potter-and-the-chamber-of-secrets,"Harry Potter and the Chamber of Secrets",2002,3
28-days-later,"28 Days Later",2002,3.5
the-rules-of-attraction,"The Rules of Attraction",2002,2
darkness,"Darkness",2002,2.5
the-ring-2002,"The Ring",2002,4
the-transporter,"The Transporter",2002,3.5
red-dragon,"Red Dragon",2002,3
cabin-fever,"Cabin Fever",2002,1.5
phone-booth,"Phone Booth",2002,3
the-four-feathers-2002,"The Four Feathers",2002,3
8-mile,"8 Mile",2002,3.5
xxx,"xXx",2002,3
signs,"Signs",2002,3.5
austin-powers-in-goldmember,"Austin Powers in Goldmember",2002,3.5
reign-of-fire,"Reign of Fire",2002,3
road-to-perdition,"Road to Perdition",2002,3.5
men-in-black-ii,"Men in Black II",2002,2
mr-deeds,"Mr. Deeds",2002,1.5
minority-report,"Minority Report",2002,4
lilo-stitch,"Lilo & Stitch",2002,3.5
bubba-ho-tep,"Bubba Ho-tep",2002,3.5
windtalkers,"Windtalkers",2002,2
the-bourne-identity-2002,"The Bourne Identity",2002,3.5
eight-legged-freaks,"Eight Legged Freaks",2002,2.5
the-sum-of-all-fears,"The Sum of All Fears",2002,3
the-pianist,"The Pianist",2002,4
about-schmidt,"About Schmidt",2002,3
city-of-god,"City of God",2002,5
bowling-for-columbine,"Bowling for Columbine",2002,4
star-wars-episode-ii-attack-of-the-clones,"Star Wars: Episode II – Attack of the Clones",2002,2
the-eye,"The Eye",2002,2.5
spider-man,"Spider-Man",2002,3.5
about-a-boy,"About a Boy",2002,3.5
cube-2-hypercube,"Cube 2: Hypercube",2002,2.5
changing-lanes,"Changing Lanes",2002,3
tattoo,"Tattoo",2002,2.5
national-lampoons-van-wilder,"National Lampoon's Van Wilder",2002,1
blade-ii,"Blade II",2002,3.5
panic-room,"Panic Room",2002,3.5
resident-evil,"Resident Evil",2002,2
ice-age,"Ice Age",2002,3.5
the-time-machine-2002,"The Time Machine",2002,3
we-were-soldiers,"We Were Soldiers",2002,2
collateral-damage,"Collateral Damage",2002,2.5
the-mothman-prophecies,"The Mothman Prophecies",2002,3
one-hour-photo,"One Hour Photo",2002,3.5
d-tox,"D-Tox",2002,2
mean-machine,"Mean Machine",2001,3.5
black-hawk-down,"Black Hawk Down",2001,4
a-beautiful-mind,"A Beautiful Mind",2001,4
vanilla-sky,"Vanilla Sky",2001,4
